order_id,order_key,organisation_id,status,total,completed_date,job_id
10205,wc_order_YyG2FAklv1xjJ,115,completed,2238.5,2023-07-24 14:45:07,1051
10206,wc_order_osInkGMtJAIuh,2646,completed,456.5,2023-03-14 14:56:32,1052
10208,wc_order_s7Pgq6z37GTnD,2706,completed,3969.69,2023-02-02 10:49:08,
10210,wc_order_ZQpcaFlfqfZpR,1196,completed,7160.62,2023-03-21 12:11:05,
10212,wc_order_nepG9LijEBZr0,1704,completed,511.5,2023-02-21 14:13:05,1056
10217,wc_order_EbrurSlA3E8CK,2580,completed,1056.0,2023-03-20 16:06:27,1053
10219,wc_order_uxhLHU4BsziV4,1164,completed,748.0,2023-02-15 14:22:56,1055
10225,wc_order_3zsHrDiOH61D4,1455,completed,3233.47,2023-02-14 08:36:50,
10229,wc_order_4SIVxd7NAiJas,1231,completed,7187.91,2023-02-09 10:29:19,
10231,wc_order_sRsxirarxILwf,102,completed,3426.5,2023-03-09 10:41:18,1057
10232,wc_order_zE3Sq94qG7ylo,2726,completed,335.5,2023-03-16 16:22:39,1069
10234,wc_order_BG17cuVLqtm1A,34,completed,723.8,2023-05-04 15:57:27,1083
10235,wc_order_zk64x4gULWxw1,1369,completed,1100.0,2023-04-26 16:20:46,1059
10239,wc_order_f9FoQvsOPjQDA,1156,completed,4206.81,2023-03-17 08:42:29,
10240,wc_order_8xvPJO54f4b7N,5,completed,924.0,2023-05-03 15:36:56,1060
10241,wc_order_f2U2M98IJQupj,51,completed,1364.0,2023-05-03 15:36:29,1061
10242,wc_order_NfM5z9dmY5MYQ,250,completed,924.0,2023-02-10 14:54:29,1028
10243,wc_order_wHNp9jZRfJxl3,358,completed,2029.5,2023-03-20 16:02:19,1066
10246,wc_order_RgQeTC1ozkzps,1574,completed,1716.0,2023-03-08 13:56:46,1062
10248,wc_order_9eLmHH6GlzvO1,2727,completed,467.5,2023-03-02 16:03:44,1073
10249,wc_order_CtoRoN30Pb6eE,1596,completed,1024.1,2023-02-15 16:55:22,
10252,wc_order_BvoCf8xTmG0e9,622,completed,566.5,2023-06-14 13:05:37,1065
10253,wc_order_ytUP5ttV3HYSh,2624,completed,3050.3,2023-04-05 15:58:53,1070
10254,wc_order_CfIi9yVB3uKL5,12,completed,704.0,2023-05-05 15:44:24,1074
10255,wc_order_e0RqMBBT5zAI3,47,completed,1804.0,2023-05-04 15:49:59,1068
10271,wc_order_RZ31inR0vOHAK,2685,completed,2088.9,2023-07-27 16:42:14,1131
10272,wc_order_fMB0TqdgSXeGS,1575,completed,1628.0,2023-03-01 06:55:59,1071
10274,wc_order_zRpIn69LW9sxX,96,completed,594.0,2023-06-26 08:19:17,1072
10298,wc_order_pf2V6Upq4CnGs,2540,completed,564.3,2023-03-24 08:40:55,1078
10300,wc_order_LVZAA28RMxQP3,753,completed,335.5,2023-03-28 15:30:01,1075
10315,wc_order_jyO6Qy0sFP3Ge,724,completed,795.3,2023-07-25 14:18:50,1076
10325,wc_order_nFyraxarWGRca,187,completed,924.0,2023-03-30 08:54:45,1077
10327,wc_order_uZeNdhvLLIucH,1522,completed,170.5,2023-09-11 14:28:31,1130
10329,wc_order_8e62ywUiZEMjI,2397,completed,1595.0,2023-02-21 15:42:21,1041
10330,wc_order_uTEGoYBwfXjSA,2730,completed,118.84,2023-02-22 11:14:52,
10331,wc_order_eWUHFEjXk8OjQ,1061,completed,1328.8,2023-05-11 07:29:20,1081
10332,wc_order_ZnCZPJiu3BgsU,2731,completed,176.0,2023-03-06 15:39:37,1080
10339,wc_order_u8bdDlrUp6Uza,233,completed,2640.0,2023-05-09 16:21:31,1079
10355,wc_order_puizJmO5vE2W0,165,completed,110.0,2023-02-23 16:04:16,
10361,wc_order_Qk9cPNEAjAUb3,243,completed,2138.4,2023-03-09 14:43:07,1082
10374,wc_order_LjxJnNWTgP33W,502,completed,1912.06,2023-02-27 13:21:26,
10375,wc_order_FLemwS1aUBELc,1586,completed,1027.4,2023-04-12 08:36:46,1108
10382,wc_order_8bHZZioVfla7r,737,completed,2392.03,2023-03-02 09:37:27,
10383,wc_order_KZWEJf7WYKLbP,2733,completed,176.0,2023-05-01 17:30:39,1088
10387,wc_order_mRG07JSFoWwod,2734,completed,3644.3,2023-04-27 15:05:43,1090
10390,wc_order_Cp1diYazG3KfU,2501,completed,2288.0,2023-05-30 17:48:24,1092
10395,wc_order_EQijE251ToBFE,120,completed,2475.0,2023-07-26 15:06:58,1089
10396,wc_order_JrsJqRlteD8JF,2736,completed,467.5,2023-07-26 14:50:36,1091
10397,wc_order_ystjHiNUZJoan,51,completed,1980.0,2023-11-09 15:58:00,1094
10400,wc_order_5z9iDkuZiMyGK,2737,completed,116.39,2023-03-03 13:53:17,
10402,wc_order_QfNLlf1cWopdz,789,completed,290.29,2023-05-26 11:57:42,1093
10405,wc_order_2LysHPRo6e5r1,418,completed,400.35,2023-03-06 14:00:29,
10408,wc_order_NpkxCDkJ5IuNy,344,completed,335.5,2023-05-08 13:30:32,1098
10425,wc_order_hXDl55Jy7kvGd,1600,completed,2040.5,2023-05-18 08:23:00,1096
10426,wc_order_TnHMiHGXB3t2x,343,completed,1544.4,2023-05-04 15:43:04,1097
10443,wc_order_RxNW0kCNzh1Jl,333,completed,1028.5,2023-04-18 14:41:38,1100
10558,wc_order_AE1SW7XNAYEvG,2675,completed,792.0,2023-03-16 14:01:57,1099
10560,wc_order_0gh3UHx9DMR8b,486,completed,748.0,2023-03-28 14:52:52,1101
10577,wc_order_KrLFMzcG1omlG,300,completed,341.0,2023-03-15 15:53:47,1103
10579,wc_order_tuadHuzaM7ke8,1523,completed,2726.52,2023-03-20 12:01:46,
10581,wc_order_5HZbuHbSazda9,181,completed,247.09,2023-03-20 09:34:11,
10583,wc_order_jqipILuxHPWkw,737,completed,912.86,2023-03-30 07:51:40,
10585,wc_order_eSC5woDG8pHdp,2729,completed,176.0,2023-03-15 15:51:59,1087
10589,wc_order_JUqfKXLSj0fB5,264,completed,950.4,2023-04-04 18:30:08,1105
10590,wc_order_XUMFReVCQ9gjZ,1093,completed,236.6,2023-03-16 09:24:47,
10625,wc_order_dUbjbEg9EZIeQ,970,completed,1892.0,2023-05-25 09:45:53,1134
10627,wc_order_rE65OVrzvrc5q,1831,completed,3768.82,2023-03-21 12:08:20,
10632,wc_order_b4ybtW4bnE2f7,329,completed,616.0,2023-04-04 18:27:04,1106
10633,wc_order_XfFYexzJSuBzp,358,completed,2669.49,2023-03-27 10:53:53,
10634,wc_order_aH37unAoGpub6,1808,completed,1144.0,2023-04-17 14:26:48,1111
10636,wc_order_jB9235z2u3z6M,2611,completed,3602.5,2023-03-21 12:22:55,
10686,wc_order_5kefvoSpdB8Ez,2744,completed,121.0,2023-03-31 12:01:38,1109
10687,wc_order_z8FEzImlsaUbL,2726,completed,208.59,2023-06-15 10:50:34,
10769,wc_order_n6oYgL5VNGhpB,2483,completed,1100.0,2023-06-01 18:08:14,1126
10770,wc_order_Bt63QvmpiwC4r,852,completed,283.13,2023-04-05 11:01:40,
10773,wc_order_mbNUo5NXlbhFL,338,completed,379.5,2023-04-05 13:51:54,1110
10775,wc_order_6A174CvygtqGs,1360,completed,528.0,2023-04-27 14:58:57,1112
10777,wc_order_Kp6Uy6936a94s,134,completed,95.49,2023-05-15 10:40:10,
10783,wc_order_zIRIW9wbq8vUu,261,completed,2863.3,2023-03-23 11:08:35,
10786,wc_order_mUkRDo9MG1YF1,1007,completed,771.65,2023-10-19 12:09:09,1113
10789,wc_order_tBwKfuaPxp7d5,2611,completed,2774.35,2023-04-03 09:58:25,
10791,wc_order_Vt8D5Ac0sl9UI,2745,completed,476.3,2023-04-27 15:00:44,1114
10796,wc_order_BNMEKObKU9NdZ,181,completed,647.9,2024-05-14 15:15:19,1115
10799,wc_order_1eJRGvGqpQgVl,1772,completed,129.03,2023-04-04 10:34:47,
10802,wc_order_xhev8mOZ0hp8J,270,completed,669.9,2023-04-19 14:13:33,1116
10803,wc_order_XiP1NCfe31yuZ,356,completed,1885.95,2023-10-27 14:01:18,1117
10809,wc_order_MGTg8uy4aSF9n,177,completed,1276.0,2023-05-18 08:23:23,1123
10811,wc_order_qjFOySivTt05I,253,completed,660.0,2023-03-30 15:01:27,1085
10814,wc_order_KHygXngwQV0Jf,2739,completed,784.3,2023-05-15 11:38:27,1122
10833,wc_order_N6nYVURPEwtsh,94,completed,5368.0,2023-04-19 13:58:24,1124
10837,wc_order_rPFA5Tzli8Yqb,338,completed,88.0,2023-04-12 08:35:03,1125
10845,wc_order_kVf18gJNTCqdP,363,completed,841.5,2023-10-26 14:32:26,1129
10847,wc_order_Uh5WGzf1ns53f,1668,completed,2520.95,2023-04-18 10:33:05,
10863,wc_order_yMM8EB2sSUZqb,2393,completed,236.5,2023-05-11 08:44:46,1132
10874,wc_order_kigkvoYBilvws,2750,completed,379.5,2023-04-26 16:15:19,1127
10875,wc_order_U2VZiABXoXIWi,241,completed,159.5,2023-07-14 13:17:01,1135
10891,wc_order_oHThYpC8Mlmnd,467,completed,941.6,2023-05-24 13:26:06,1133
10896,wc_order_UhUtlh3P9LCJN,2753,completed,1228.21,2023-04-27 10:37:15,
10897,wc_order_kn4GD7ZvrVJxD,2745,completed,3487.43,2023-04-28 11:55:28,
10952,wc_order_XHWkfFlEMSbmd,2401,completed,379.86,2023-05-01 12:39:23,
10955,wc_order_vY2SKV2gbfNVA,2401,completed,891.0,2023-05-25 16:54:15,1139
10956,wc_order_bLwLWw3OMUevS,385,completed,1626.9,2023-06-07 15:48:57,1136
10969,wc_order_8QmCJTrp2PP6b,2572,completed,1188.0,2023-05-31 16:55:35,1138
10970,wc_order_5WQJsiXadXvFv,1707,completed,1900.49,2023-05-09 13:15:22,
10987,wc_order_hEjM2B2cRRzLI,72,completed,586.3,2023-06-06 08:33:04,1150
10994,wc_order_tyXprn27WSd1T,218,completed,335.5,2023-05-15 11:37:33,1142
10996,wc_order_xqXhlDeMUFm5O,2755,completed,176.0,2023-05-11 07:28:29,1143
10998,wc_order_5yGY6V3Tu4gZe,123,completed,891.0,2023-06-01 18:08:44,1146
10999,wc_order_WqwVnwaoehl86,1720,completed,687.5,2023-07-20 12:22:42,1149
11000,wc_order_hBc9XT4FI69Hh,2219,completed,566.5,2023-07-28 14:25:12,1144
11001,wc_order_J6XdcWfixQfc5,1631,completed,485.1,2023-05-11 11:57:00,
11002,wc_order_eISTywC1lDLXX,374,completed,1953.6,2023-06-07 15:48:33,1152
11003,wc_order_qCDf80aFYA4zc,1512,completed,511.5,2023-05-26 14:24:37,1147
11005,wc_order_Cx2jMCpVoSPSV,2401,completed,379.86,2023-05-12 10:41:35,
11009,wc_order_tVSYjc31f93vx,1558,completed,2451.64,2023-05-17 13:31:43,
11011,wc_order_XV3DMjAH5Qj3f,74,completed,742.5,2023-06-09 15:52:42,1151
11035,wc_order_6sObxoDJKLvl2,2464,completed,757.35,2023-05-26 11:56:32,1153
11038,wc_order_G9Z17suHJYqeA,2666,completed,401.5,2023-05-26 11:56:58,1154
11040,wc_order_2uSxeVmgH2uRY,2758,completed,176.0,2023-08-29 17:30:39,1197
11044,wc_order_ZavRk5eXJtxgc,1527,completed,2864.94,2023-06-29 09:55:09,
11046,wc_order_4vOuDMg533RgW,227,completed,5153.32,2023-05-22 09:57:17,
11048,wc_order_Pg1CJ87ESiAZv,2759,completed,214.5,2023-05-25 16:04:25,1155
11049,wc_order_zENodv10euU8y,1527,completed,2864.94,2023-05-19 09:06:09,
11051,wc_order_uiKkMd3Xtiv0h,2762,completed,236.5,2023-05-24 08:39:09,1156
11057,wc_order_ccWqZG445xGCx,157,completed,247.5,2023-07-17 16:55:35,1157
11061,wc_order_kNmSvzrnX1lsD,214,completed,778.8,2023-06-07 08:40:06,1158
11062,wc_order_iGT53V9UiWfZw,2233,completed,1039.5,2023-10-13 07:38:08,1163
11064,wc_order_gGhqEy2LBmj1o,173,completed,836.0,2023-07-25 16:32:07,1159
11084,wc_order_2FlEXW6L2GfGq,378,completed,78.75,2023-06-02 08:50:11,
11085,wc_order_5C539DjHsw8AI,201,completed,2178.0,2023-11-20 15:45:28,1160
11087,wc_order_LdwFKOAHEXBhd,970,completed,484.0,2023-07-13 08:16:28,1161
11088,wc_order_7IREuvYEKw9RE,314,completed,1452.0,2023-06-22 16:18:15,1162
11093,wc_order_V46YiUqgoPOZU,1831,completed,4267.81,2023-05-26 14:26:09,
11094,wc_order_gKRYGfrCCXo0h,264,completed,1804.0,2023-07-20 12:23:53,1172
11095,wc_order_BcOZHn5YtmvTK,2765,completed,236.5,2023-06-26 15:51:42,1168
11099,wc_order_52zsucFKeJbrQ,138,completed,1655.5,2023-06-28 15:52:53,1164
11101,wc_order_B7YUHzG8BXIyf,1584,completed,234.3,2023-09-05 14:47:44,
11103,wc_order_psVRttZgIyTYx,67,completed,6598.64,2023-05-30 12:35:35,
11104,wc_order_6BzjBq4L4NwSQ,1455,completed,2280.05,2023-05-30 11:35:38,
11105,wc_order_ehOz59opT2EBi,784,completed,511.5,2023-07-17 09:15:35,1165
11108,wc_order_uZAP5D82Uz649,134,completed,1133.0,2023-08-09 16:00:30,1174
11114,wc_order_vx8WE3QmapF6Z,82,completed,795.3,2023-08-30 17:34:14,1190
11117,wc_order_4wSeNPkTiCOnA,2701,completed,658.35,2023-08-18 10:39:58,1166
11118,wc_order_JSaoDwf5Nu9eg,648,completed,616.0,2024-10-22 16:35:42,1167
11121,wc_order_IpNImX7X2uQZA,1690,completed,3749.04,2023-06-01 12:24:15,
11123,wc_order_g8rl4iGekNA1o,85,completed,891.0,2023-08-31 16:38:40,1169
11124,wc_order_uZnQ8Njne9tOW,2647,completed,1364.0,2023-07-27 14:05:48,1170
11129,wc_order_Ye1zLx8axIL58,1372,completed,643.5,2023-06-15 13:10:19,1171
11130,wc_order_TCyELI5YbcGux,2767,completed,2636.26,2023-06-02 09:46:28,
11141,wc_order_OBK3nAFU5EQ4V,212,completed,660.0,2023-07-14 13:17:21,1178
11142,wc_order_OiD61JBveSDsM,340,completed,1144.0,2023-06-09 15:53:06,1173
11143,wc_order_dB4HVoQFoEITk,1491,completed,704.0,2023-07-24 16:06:56,1194
11151,wc_order_EkVKh7rN671zE,328,completed,1628.0,2023-08-10 14:09:22,1179
11152,wc_order_d6TTBf2IsAC1e,1707,completed,2618.04,2023-06-13 10:12:11,
11153,wc_order_y3B28jcsju2cq,2768,completed,511.5,2023-07-27 16:48:08,1176
11155,wc_order_70RHX6Vk85ARW,1740,completed,467.5,2023-06-07 15:47:42,1118
11156,wc_order_M2QGhJMhcr2n1,1532,completed,126.5,2023-06-08 14:23:15,1175
11160,wc_order_VLZaS6gbFeHdd,118,completed,3457.73,2023-06-08 10:42:06,
11169,wc_order_CVKwhMzI2Rzx9,2465,completed,220.0,2023-07-05 15:26:26,1177
11175,wc_order_01IGX4MnDXcZP,2771,completed,445.5,2023-06-30 14:29:17,1182
11185,wc_order_n1nGImW8Oc2Od,2645,completed,531.3,2023-06-28 15:52:21,1186
11187,wc_order_2OcvTSrkORIda,628,completed,1232.0,2023-08-22 14:36:15,1191
11203,wc_order_gg3CztyJOvfbW,81,completed,1039.5,2023-07-19 17:22:35,1187
11205,wc_order_sOTjfBdN0A1cM,1176,completed,2248.09,2023-09-05 09:51:18,
11211,wc_order_CrCRRarYY2TGe,705,completed,517.0,2023-07-24 14:55:42,1192
11220,wc_order_iqIFiDD1fl66F,197,completed,271.7,2023-08-08 15:55:08,1198
11222,wc_order_z7HdXiDgd8ybJ,1652,completed,3241.48,2023-06-19 10:22:40,
11223,wc_order_HZz7fxv7wAPoX,1369,completed,2325.93,2023-10-30 08:26:08,
11232,wc_order_xTy4eSZb4d1yP,222,completed,5210.4,2023-08-10 14:22:43,
11233,wc_order_gEylxFFiu1fbh,21,completed,1144.0,2023-11-06 18:14:49,1193
11235,wc_order_GwLrvTyKnAIbS,2408,completed,764.5,2023-07-18 16:15:22,1200
11236,wc_order_CHUCuVIIaOX4X,148,completed,1156.57,2023-06-23 10:03:46,
11238,wc_order_KswIT0fB9R2XV,2351,completed,999.9,2023-10-05 15:00:34,1285
11240,wc_order_os8j3nzqPtaSS,277,completed,1491.6,2023-07-31 10:12:12,1195
11247,wc_order_1GxJttKm8RxCK,317,completed,574.35,2023-06-26 11:43:10,
11264,wc_order_GlZUNBNrY2CyM,2652,completed,121.0,2023-07-07 17:03:52,1199
11272,wc_order_aMpqYbIr57cDF,2652,completed,478.5,2023-07-05 09:27:41,
11273,wc_order_uwJnLqesfodqU,2775,completed,396.0,2023-07-13 09:37:11,1203
11356,wc_order_0Eb6BNY4unFaL,2421,completed,2993.07,2023-06-30 09:48:06,
11358,wc_order_UNFI94crlQ0UB,2533,completed,990.0,2024-09-25 17:07:23,1398
11387,wc_order_vsvRtreMXETd2,2651,completed,293.7,2024-02-12 15:55:45,1354
11393,wc_order_upddWbb2KNzZi,2416,completed,350.9,2023-07-18 19:57:52,1202
11395,wc_order_gknRIvYMGQ3sK,2782,completed,211.2,2023-07-12 15:58:21,1204
11400,wc_order_6cExSWVdXaB9Z,222,completed,1859.0,2023-07-12 14:12:14,1183
11412,wc_order_l0rCc8L7upPhu,1350,completed,4249.3,2023-10-03 09:31:19,
11420,wc_order_Ka6HsYz7U7etE,2785,completed,468.26,2023-07-19 15:25:50,
11423,wc_order_pOfPIs062ehQ1,288,completed,126.67,2023-07-25 13:49:17,
11427,wc_order_jlDu9cMre8uBO,164,completed,4092.0,2023-12-08 14:47:33,1210
11429,wc_order_7SJzhNHqXu8V8,2788,completed,358.05,2023-08-02 14:13:29,1212
11432,wc_order_t5FAlg5AX5xSi,81,completed,1411.3,2023-07-20 14:48:23,
11433,wc_order_LVoI9x7bI3qEz,245,completed,1237.5,2023-09-15 17:29:05,1220
11436,wc_order_XR7z0ynJdg2Ak,284,completed,1320.0,2023-11-16 15:37:30,1211
11442,wc_order_C852qroUPfxTO,252,completed,1980.0,2023-12-04 16:19:18,1213
11444,wc_order_SgzzOYD248LzZ,226,completed,1983.3,2023-09-26 15:27:56,1219
11448,wc_order_LVXveV7GeuCxK,317,completed,1653.3,2023-09-05 14:00:13,1214
11451,wc_order_TWS2UpcoQparv,2704,completed,70.9,2023-07-24 13:46:29,
11457,wc_order_1DKlYcfAzMxhK,219,completed,2490.4,2023-08-07 14:10:09,1215
11458,wc_order_aVPX2kCy1oyN2,1596,completed,3712.5,2023-07-26 15:01:31,
11473,wc_order_EmQ9W1D4b5uHf,251,completed,4784.6,2023-07-31 13:37:46,
11476,wc_order_HMfKqcc8NURlc,313,completed,764.5,2023-10-17 15:16:24,1217
11477,wc_order_mDnMhwg2uu0rJ,120,completed,687.25,2023-08-01 08:58:08,
11480,wc_order_jGbS02GDA7oqS,152,completed,2601.83,2023-08-16 08:35:10,1218
11483,wc_order_RJHdnP0O7HoW8,267,completed,1408.0,2023-08-03 08:39:44,1189
11484,wc_order_UaZ7DS2hPKKnu,1570,completed,511.5,2023-08-17 13:38:15,1221
11485,wc_order_LNEgRwjoJKWDT,180,completed,2722.5,2023-12-12 12:50:43,1222
11490,wc_order_ba0bHghbhUt1z,2791,completed,477.4,2023-10-06 14:32:48,1240
11514,wc_order_txEWuF6XDpJYf,290,completed,2475.0,2023-11-03 15:21:08,1223
11515,wc_order_5PpPIxyot7rQN,1462,completed,467.5,2023-08-29 17:37:34,1227
11517,wc_order_dzs5cEVMvCkJa,1374,completed,2871.0,2023-09-08 15:41:14,1230
11520,wc_order_jHNqIdzrIPT3I,2612,completed,5770.01,2023-09-07 11:24:45,
11528,wc_order_x1YUKgfdXGVkg,2666,completed,168.3,2023-08-28 16:33:39,1224
11545,wc_order_JlkQahsUvkVMf,1368,completed,1644.5,2023-09-04 09:12:36,1226
11547,wc_order_nEtwrgEcLTcNJ,2796,completed,211.2,2023-08-17 13:20:18,1225
11551,wc_order_p7H6uB3LKZVHg,134,completed,77.0,2023-08-15 09:27:46,1228
11554,wc_order_vZvU1Hpjyu4sF,149,completed,984.5,2024-07-31 15:37:43,1229
11556,wc_order_yEolcHKVf6MjW,204,completed,3355.39,2023-08-18 09:44:05,
11560,wc_order_CPNuUu8xi24P6,1677,completed,1485.0,2024-01-19 12:03:41,1345
11562,wc_order_O8rsWHpqXGJWW,258,completed,880.0,2023-10-19 07:44:34,1231
11571,wc_order_A88ExETRLYpC5,2797,completed,4586.63,2023-08-28 10:53:41,
11574,wc_order_eVYmqkTIV7Men,292,completed,2490.95,2023-08-15 12:52:09,
11576,wc_order_C75r2vIkkhihL,251,completed,704.0,2023-09-14 13:56:07,1234
11582,wc_order_fVSNYrDGLM5os,228,completed,1133.55,2023-09-18 09:24:58,1232
11584,wc_order_H36Ixult7VJna,56,completed,220.0,2023-11-10 16:34:08,1236
11585,wc_order_2rYJ2IC5yRaac,261,completed,247.5,2023-08-16 14:43:57,
11587,wc_order_2bXa5pSb0B2qT,1047,completed,616.0,2023-09-11 15:35:36,1233
11591,wc_order_ltIlfpScgpnxJ,1756,completed,660.0,2023-09-12 14:18:16,1235
11592,wc_order_i4KgV4Xu0hdv8,2798,completed,211.2,2023-09-06 15:12:21,1259
11596,wc_order_kj4em4tKleVmr,2534,completed,1657.77,2023-08-23 10:13:33,
11597,wc_order_wPXkVj5i6sJfh,2799,completed,317.9,2023-08-18 11:01:31,
11598,wc_order_taZYeWExehKKI,316,completed,3161.58,2024-01-18 12:44:07,
11600,wc_order_WTq0OFv1yENH8,1037,completed,2475.0,2023-10-04 16:51:38,1270
11602,wc_order_uoxEA2hEyUPvi,1046,completed,2330.72,2023-08-21 14:46:54,
11605,wc_order_3cNIozMlX2p4A,2314,completed,3581.25,2023-09-05 10:03:13,
11606,wc_order_uyQRoEzLxCEdz,2314,completed,3423.28,2023-08-22 12:59:04,
11608,wc_order_AZozLPARcqYrS,248,completed,1223.2,2023-11-30 13:28:53,1239
11609,wc_order_TFVyuVJriFMp4,1859,completed,946.0,2023-08-22 14:24:01,
11611,wc_order_gruiKw6lfKceB,2801,completed,211.2,2023-11-06 18:16:02,1238
11612,wc_order_J4J8Gde7Y3CTj,222,completed,4440.04,2023-08-31 09:32:42,
11615,wc_order_7oRFFkEBi07pS,2674,completed,1064.25,2024-07-30 15:55:51,1244
11616,wc_order_w29ePKynJXZue,172,completed,2128.5,2023-09-14 15:41:01,1241
11619,wc_order_eBtKONf8GPCRl,2803,completed,211.2,2023-08-28 16:32:54,1242
11621,wc_order_O96usRrSlfYPG,2804,completed,449.9,2023-09-14 15:06:52,1248
11623,wc_order_7Nox37YKkwvXc,261,completed,660.0,2023-11-20 11:39:07,1245
11626,wc_order_KWMsyxy1XpMOs,282,completed,1757.25,2023-10-20 12:18:22,1249
11627,wc_order_kQOC5948ORgze,2718,completed,49.36,2023-08-31 09:35:32,
11628,wc_order_kBv3L8jRk6bXM,137,completed,1408.0,2023-10-05 15:09:31,1243
11630,wc_order_g2OfWn0BCLGVb,1523,completed,1153.35,2023-09-11 15:36:32,1253
11631,wc_order_LRMAhMIBjwVxQ,1596,completed,660.0,2023-09-06 15:11:04,1246
11632,wc_order_cAS6klvBXxMQP,2701,completed,139.7,2023-08-28 16:34:15,1247
11635,wc_order_1uoNuJlfGWVLF,1731,completed,745.8,2023-09-20 15:45:42,1260
11636,wc_order_LPMls7NtlVtbi,2806,completed,350.9,2023-08-30 17:34:50,1250
11641,wc_order_P1HT2yrjAlI0n,2580,completed,6038.78,2024-02-06 11:34:11,
11644,wc_order_1pcvKGUpRigwG,232,completed,594.0,2023-10-10 15:41:48,1251
11649,wc_order_zxEvAR9PmniNM,966,completed,170.5,2023-10-16 14:44:21,1271
11651,wc_order_OpeXxJPgjJ8dO,1740,completed,5854.92,2023-09-22 15:52:54,
11652,wc_order_3MnomQzeak5Ua,2754,completed,176.0,2023-08-29 17:26:08,1140
11653,wc_order_nvEUn9OU6Lwnd,86,completed,170.5,2023-08-29 17:22:44,1206
11658,wc_order_zTYTFWpEwvo5j,1843,completed,368.5,2023-09-06 15:11:51,1254
11659,wc_order_J8UD2jeU4ZuMu,114,completed,2864.13,2023-09-29 09:17:20,
11660,wc_order_G0hkCM0AYx3Td,136,completed,836.0,2023-10-02 17:02:23,1261
11662,wc_order_PpxnvOJIUV7Eu,2397,completed,3712.5,2023-09-28 13:54:26,1273
11663,wc_order_TO6N1f5j3cLDc,10,completed,836.0,2023-11-10 16:33:14,1255
11686,wc_order_FF9OnknGFMhN0,2812,completed,3701.5,2023-10-11 16:13:29,1267
11695,wc_order_XQumimEY7UOFa,2813,completed,224.63,2023-09-01 12:18:34,
11697,wc_order_zXvK3Pn91bXE7,1209,completed,811.8,2023-09-14 08:24:50,1252
11700,wc_order_SUviWWW3ZB0cw,2724,completed,211.2,2023-09-19 08:32:00,1262
11702,wc_order_VQ1w5yVky8KJl,2701,completed,132.0,2024-03-05 07:38:43,1263
11707,wc_order_cD7ei2q9e5ONr,1185,completed,10195.2,2023-09-14 14:01:50,
11708,wc_order_W9wX3DSAiKKTd,2814,completed,211.2,2023-09-07 16:41:48,1265
11709,wc_order_qykh5F5F8jtAI,137,completed,962.82,2023-09-06 09:40:14,
11710,wc_order_hv3RtbX33s71b,1584,completed,686.52,2023-09-06 13:23:11,
11720,wc_order_qr52Scpp1Yoxw,173,completed,2288.0,2023-11-15 15:12:27,1266
11723,wc_order_PCsGYhhmw2u80,2816,completed,3167.7,2023-09-06 17:05:39,
11725,wc_order_YuhYfZuFdoboH,185,completed,2156.0,2023-12-14 07:37:47,1269
11727,wc_order_W5kMNqXwTyA2b,2803,completed,126.38,2023-09-07 15:14:27,
11728,wc_order_QYhjsumkahKKQ,2817,completed,533.5,2024-07-30 14:50:16,1277
11734,wc_order_YUMgDx0nLzTIL,876,completed,1485.0,2023-10-24 15:20:11,1268
11735,wc_order_zpCdOwYXRy0pz,258,completed,3148.41,2023-09-14 09:43:20,
11736,wc_order_qDYgOx0KQLXYR,2629,completed,208.88,2023-09-07 15:20:59,
11738,wc_order_pYYNoQRPa3SGe,2819,completed,167.16,2023-09-08 08:36:51,
11740,wc_order_Oo98QmJXNcHYZ,184,completed,2420.0,2023-12-14 13:55:38,1274
11741,wc_order_A3GkR6h0nr3Kz,2820,completed,230.45,2023-10-23 10:06:31,
11745,wc_order_x3NGptTByaLFJ,9,completed,1015.3,2023-11-08 15:38:39,1272
11746,wc_order_CBi4xxdcICRAE,2763,completed,6492.2,2023-11-06 18:13:55,1280
11747,wc_order_j0B6c9BNzDiuA,2821,completed,99.0,2023-10-06 10:04:49,1298
11750,wc_order_6i8Tbccxn2n8Y,2824,completed,211.2,2023-10-05 14:59:42,1284
11752,wc_order_1tLwrvjxHCIeZ,969,completed,1188.0,2023-11-30 16:08:24,1275
11753,wc_order_jDFJLEPikRZRZ,2607,completed,990.0,2023-11-22 07:10:12,1329
11754,wc_order_iBnq0HBd7xuMh,2607,completed,968.0,2023-11-22 13:27:28,1328
11755,wc_order_qAcz3PhXpdxJ5,366,completed,1149.5,2024-04-09 15:00:32,1278
11757,wc_order_daPMkeEfIkLSJ,169,completed,3910.5,2023-11-29 15:22:59,1333
11759,wc_order_Zutix842pQjp1,2722,completed,226.6,2023-11-09 15:58:37,1276
11761,wc_order_tW23IbKigy2X4,203,completed,726.0,2024-04-09 14:57:24,1331
11762,wc_order_vJt3kpxhBUV49,257,completed,896.5,2023-11-15 14:46:58,1279
11763,wc_order_PXPZAOu6tJer0,2826,completed,2476.1,2023-09-13 15:15:20,
11765,wc_order_st9ktqbrfk1z9,139,completed,742.5,2023-10-19 07:48:31,1287
11766,wc_order_UzfL5VbmLo4rK,2827,completed,2805.0,2023-11-08 15:45:44,1283
11767,wc_order_Ul0hkmgKLqK8E,293,completed,1534.5,2023-10-10 15:03:59,1282
